title,vote_average,vote_count,genres
Star Trek,7.4,4574.0,"['Science Fiction', 'Action', 'Adventure']"
Lymelife,6.4,43.0,"['Comedy', 'Drama']"
The Great Buck Howard,6.0,86.0,"['Comedy', 'Drama']"
Cherry Blossoms,7.5,29.0,"['Drama', 'Romance']"
Flatfoot in Egypt,6.2,33.0,"['Action', 'Comedy', 'Crime', 'Drama']"
XIII,5.9,43.0,"['Action', 'Crime', 'Mystery']"
Red Cliff Part II,7.1,110.0,"['War', 'Action', 'Drama', 'History', 'Thriller']"
Love Sick,6.9,16.0,['Drama']
The Girl from Monaco,4.9,25.0,"['Comedy', 'Drama']"
Wild Things: Diamonds in the Rough,4.3,29.0,"['Crime', 'Drama', 'Mystery']"
S. Darko,3.6,124.0,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']"
Earth,7.5,136.0,['Documentary']
Stanley Kubrick: A Life in Pictures,7.2,44.0,['Documentary']
Shuttle,5.7,19.0,"['Crime', 'Drama', 'Thriller', 'Horror']"
Crossing Over,6.2,95.0,"['Crime', 'Drama']"
Angels & Demons,6.5,2183.0,"['Thriller', 'Mystery']"
Daylight Robbery,5.3,13.0,"['Crime', 'Drama', 'Action', 'Thriller']"
Scorpio,6.0,19.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
Balls Out: The Gary Houseman Story,5.4,36.0,['Comedy']
Powder Blue,6.3,69.0,['Drama']
The Devil Is a Woman,6.2,11.0,"['Comedy', 'Drama', 'Romance']"
Fanboys,6.1,320.0,"['Adventure', 'Comedy']"
Live!,5.7,48.0,['Thriller']
Incendiary,5.3,55.0,"['Drama', 'Thriller', 'Romance']"
Love Songs,7.0,61.0,"['Drama', 'Romance']"
Management,5.5,102.0,"['Comedy', 'Drama', 'Romance']"
Terminator Salvation,5.9,2496.0,"['Action', 'Science Fiction', 'Thriller']"
Night at the Museum: Battle of the Smithsonian,5.9,2026.0,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
Were The World Mine,6.1,25.0,"['Music', 'Romance']"
Lesbian Vampire Killers,5.3,126.0,"['Horror', 'Comedy']"
The Brothers Bloom,6.8,206.0,"['Adventure', 'Comedy', 'Drama', 'Romance']"
Vincere,6.4,29.0,"['Drama', 'History']"
Our Folks,7.6,16.0,"['Comedy', 'Foreign']"
Paisan,7.6,44.0,"['History', 'Drama', 'War']"
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",7.3,31.0,"['Drama', 'Foreign']"
Shall We Kiss?,6.6,15.0,"['Drama', 'Comedy', 'Romance']"
I Do,6.4,80.0,"['Comedy', 'Romance']"
Chop Shop,7.2,23.0,['Drama']
Caliber 9,7.5,26.0,"['Action', 'Crime']"
Catacombs,4.5,49.0,"['Horror', 'Thriller']"
The Soloist,6.6,237.0,['Drama']
The Last House on the Left,6.2,449.0,"['Crime', 'Thriller', 'Horror', 'Drama']"
Neon Genesis Evangelion: Death and Rebirth,7.4,54.0,"['Mystery', 'Animation', 'Science Fiction', 'Action']"
Drag Me to Hell,6.2,995.0,"['Horror', 'Thriller']"
Up,7.8,7048.0,"['Animation', 'Comedy', 'Family', 'Adventure']"
Late Autumn,7.7,15.0,['Drama']
Fullmetal Alchemist the Movie: Conqueror of Shamballa,7.0,74.0,"['Action', 'Adventure', 'Animation', 'Drama']"
Easy Virtue,6.4,112.0,"['Comedy', 'Romance']"
Dance Flick,4.7,73.0,"['Action', 'Comedy', 'Music']"
Summer Hours,6.8,34.0,"['Comedy', 'Drama']"
Two English Girls,6.7,24.0,"['Romance', 'Drama']"
Firecreek,5.5,16.0,['Western']
OSS 117: Lost in Rio,7.0,306.0,"['Crime', 'Action', 'Comedy', 'Adventure']"
Personal Effects,5.8,37.0,['Drama']
Fired Up!,6.0,194.0,['Comedy']
Trojan War,5.4,25.0,['Comedy']
The War Game,7.8,32.0,"['Science Fiction', 'Drama', 'War', 'Documentary', 'TV Movie']"
Without a Paddle: Nature's Calling,5.1,18.0,"['Action', 'Adventure', 'Comedy']"
Graduation,5.7,16.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']"
Welcome,7.1,62.0,"['Drama', 'Romance']"
In the Electric Mist,6.0,112.0,"['Thriller', 'Drama', 'Crime', 'Mystery']"
The Hangover,7.2,6324.0,['Comedy']
Killshot,5.9,80.0,"['Crime', 'Drama', 'Thriller']"
Antichrist,6.4,687.0,"['Drama', 'Horror', 'Thriller']"
Don,6.0,18.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Foreign', 'Thriller']"
Sweeney Todd,6.3,39.0,"['Drama', 'Horror', 'Thriller', 'Music']"
Billu,6.5,27.0,"['Comedy', 'Drama']"
Boy Eats Girl,5.4,19.0,"['Fantasy', 'Comedy', 'Horror']"
The Wing or the Thigh,6.8,115.0,['Comedy']
Perched on a Tree,5.0,21.0,['Comedy']
Special,6.6,32.0,"['Drama', 'Fantasy', 'Science Fiction']"
New in Town,5.2,99.0,['Comedy']
The Merry Widow,4.9,19.0,['Comedy']
Salaam Namaste,5.7,21.0,"['Drama', 'Comedy', 'Romance']"
Dead Snow,6.1,313.0,"['Horror', 'Comedy']"
Land of the Lost,5.4,387.0,"['Adventure', 'Comedy', 'Science Fiction']"
The Clique,5.2,35.0,"['Comedy', 'Drama', 'Family']"
Fatso,5.1,17.0,"['Comedy', 'Drama']"
Imagine That,5.7,134.0,['Comedy']
The Taking of Pelham 1 2 3,6.2,971.0,"['Thriller', 'Drama', 'Crime']"
Hana and Alice,6.9,25.0,"['Drama', 'Comedy', 'Romance']"
Flame & Citron,6.8,68.0,"['Crime', 'Drama', 'History', 'War']"
Went the Day Well?,7.1,11.0,"['Thriller', 'War']"
Zulu Dawn,5.6,35.0,"['Adventure', 'Drama', 'History', 'War']"
Suspect X,7.4,31.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Spiritual Kung Fu,6.3,11.0,['Action']
Big Man Japan,5.3,23.0,"['Action', 'Animation', 'Comedy', 'Foreign']"
Cargo,4.7,12.0,"['Drama', 'Thriller']"
The Hitman,5.3,26.0,"['Action', 'Crime', 'Thriller']"
The Stoning of Soraya M.,8.0,63.0,"['Crime', 'Drama']"
The Proposal,6.7,1858.0,"['Comedy', 'Romance', 'Drama']"
Dillinger,6.7,23.0,"['Action', 'Crime', 'Drama']"
Year One,4.6,538.0,"['Comedy', 'Adventure']"
O'Horten,6.1,14.0,"['Drama', 'Comedy']"
Promise Me This,6.4,17.0,"['Romance', 'Drama', 'Comedy']"
Mindwarp,5.5,20.0,"['Horror', 'Science Fiction', 'Thriller']"
The Land That Time Forgot,5.7,37.0,"['Adventure', 'Fantasy', 'Science Fiction']"
Tyson,6.6,30.0,"['Documentary', 'Drama']"
Angels of the Universe,6.9,11.0,['Drama']
The Alibi,5.7,30.0,"['Romance', 'Comedy', 'Drama']"
Garfield's Pet Force,5.7,20.0,"['Animation', 'Comedy', 'Family']"
The Hurt Locker,7.2,1881.0,"['Drama', 'Thriller', 'War']"
The Executioner,7.5,18.0,"['Comedy', 'Drama']"
Breakfast with Scot,5.9,13.0,"['Comedy', 'Drama']"
La Ronde,7.5,19.0,"['Drama', 'Romance']"
Les vampires,6.8,16.0,"['Crime', 'Action']"
The Limits of Control,6.4,68.0,"['Crime', 'Drama', 'Thriller', 'Mystery']"
Pornorama,6.3,11.0,['Comedy']
Transformers: Revenge of the Fallen,6.0,3192.0,"['Science Fiction', 'Action', 'Adventure']"
Home,7.9,181.0,['Documentary']
K2,5.7,46.0,"['Thriller', 'Action', 'Adventure', 'Drama']"
Tulpan,5.6,14.0,"['Drama', 'Comedy', 'Romance']"
Jet Pilot,5.2,15.0,"['Action', 'Drama']"
Phoebe in Wonderland,7.0,45.0,['Drama']
Whatever Works,6.8,365.0,"['Comedy', 'Romance']"
Ghosts of Girlfriends Past,5.6,716.0,"['Fantasy', 'Comedy', 'Romance']"
Houdini,6.6,21.0,"['Drama', 'Romance', 'History']"
Public Enemies,6.5,1371.0,"['History', 'Crime', 'Drama']"
Ice Age: Dawn of the Dinosaurs,6.5,2330.0,"['Animation', 'Comedy', 'Family', 'Adventure']"
Prison Break: The Final Break,7.5,174.0,"['Action', 'Drama', 'Thriller']"
Samson and Delilah,5.7,19.0,"['Drama', 'Foreign', 'Romance']"
Is It College Yet?,7.4,26.0,"['Animation', 'Comedy']"
Love Streams,7.4,26.0,"['Comedy', 'Drama']"
Night Of The Living Dead 3D,4.0,12.0,['Horror']
My Sister's Keeper,7.1,614.0,['Drama']
Kambakkht Ishq,4.3,15.0,"['Romance', 'Comedy', 'Drama']"
Hood of Horror,4.2,18.0,"['Action', 'Comedy', 'Drama', 'Horror']"
Tales of the Black Freighter,7.0,45.0,"['Animation', 'Horror', 'Action']"
(500) Days of Summer,7.2,2993.0,"['Comedy', 'Drama', 'Romance']"
Through the Olive Trees,7.4,20.0,['Drama']
7th Heaven,6.9,22.0,"['War', 'Drama', 'Romance']"
Brüno,5.4,528.0,['Comedy']
Madigan,5.6,13.0,"['Crime', 'Drama', 'Thriller']"
The Pinchcliffe Grand Prix,7.9,28.0,"['Animation', 'Family', 'Adventure', 'Comedy']"
The Librarian: The Curse of the Judas Chalice,5.9,134.0,"['Fantasy', 'Action', 'Adventure', 'Comedy']"
The Inhabited Island,5.4,24.0,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']"
Franklyn,5.9,100.0,"['Drama', 'Fantasy', 'Science Fiction']"
Men of War,5.5,30.0,"['Action', 'Thriller']"
Iron Maiden: Flight 666,8.5,34.0,"['Documentary', 'Music']"
Good Dick,6.1,34.0,"['Comedy', 'Drama', 'Romance']"
Harry Potter and the Half-Blood Prince,7.4,5435.0,"['Adventure', 'Fantasy', 'Family']"
Eichmann,5.7,18.0,"['History', 'Drama']"
The Visitors II: The Corridors of Time,5.8,228.0,"['Comedy', 'Fantasy']"
Open Water 2: Adrift,5.2,157.0,"['Drama', 'Horror', 'Thriller']"
Senso,7.1,30.0,"['Romance', 'Drama', 'History']"
The Strawberry Blonde,6.3,16.0,"['Comedy', 'Romance']"
My Sassy Girl,6.1,107.0,"['Comedy', 'Drama', 'Romance']"
Game of Death II,4.9,23.0,"['Drama', 'Action']"
The Imaginarium of Doctor Parnassus,6.3,885.0,"['Adventure', 'Fantasy', 'Mystery']"
9to5: Days in Porn,6.1,18.0,['Documentary']
Ludwig,7.5,20.0,"['Drama', 'History']"
Shiver,5.4,27.0,"['Horror', 'Thriller']"
Humpday,5.6,27.0,['Comedy']
Ten Inch Hero,6.7,50.0,"['Comedy', 'Drama', 'Romance']"
Tokyo Sonata,6.9,50.0,['Drama']
Polytechnique,6.8,94.0,"['Crime', 'Drama']"
Visioneers,6.0,28.0,['Comedy']
The Vault of Horror,6.5,34.0,['Horror']
Streets of Blood,4.6,19.0,"['Action', 'Crime', 'Drama']"
Jonathan Livingston Seagull,6.2,12.0,"['Drama', 'Family', 'Science Fiction']"
Cheri,5.9,57.0,"['Drama', 'Comedy', 'Romance']"
One Week,6.9,40.0,"['Adventure', 'Drama']"
The Answer Man,6.2,34.0,"['Comedy', 'Romance']"
Orphan,6.7,1296.0,"['Horror', 'Thriller', 'Mystery']"
Winged Creatures,6.2,39.0,"['Crime', 'Drama']"
The Ugly Truth,6.4,1005.0,"['Comedy', 'Romance']"
Wild River,6.5,19.0,"['History', 'Drama', 'Romance']"
High Hopes,7.5,22.0,"['Comedy', 'Drama']"
The Collector,6.3,365.0,"['Horror', 'Thriller']"
A Perfect Getaway,6.2,355.0,"['Thriller', 'Mystery', 'Adventure']"
Fan-Fan the Tulip,5.6,12.0,"['Romance', 'Adventure', 'Comedy', 'Drama']"
Dark Ride,4.3,28.0,"['Horror', 'Thriller']"
House,4.1,26.0,"['Drama', 'Horror', 'Thriller']"
Aliens in the Attic,5.3,254.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
District 9,7.3,3451.0,['Science Fiction']
Julie & Julia,6.6,579.0,"['Romance', 'Drama']"
Obsessed,5.1,138.0,"['Drama', 'Thriller']"
Race to Witch Mountain,5.4,520.0,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']"
Black Box,5.2,23.0,"['Mystery', 'Thriller']"
My Stars,4.8,13.0,['Comedy']
Hannah Montana: The Movie,6.0,465.0,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
G.I. Joe: The Rise of Cobra,5.6,1988.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Séraphine,6.6,26.0,"['Drama', 'Foreign', 'History']"
Cold Souls,6.1,47.0,"['Comedy', 'Drama', 'Fantasy', 'Science Fiction']"
12 Rounds,5.7,223.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
"Silent Night, Deadly Night II",4.7,26.0,"['Comedy', 'Horror']"
Where Danger Lives,5.4,12.0,"['Drama', 'Thriller']"
The Killing Room,5.5,88.0,"['Drama', 'Thriller']"
Introducing Dorothy Dandridge,6.0,11.0,['Drama']
"A Time to Live, a Time to Die",7.8,15.0,['Drama']
The One and Only,6.2,18.0,"['Comedy', 'Romance']"
Fail Safe,7.0,22.0,"['Drama', 'Thriller']"
Max Manus: Man of War,6.9,81.0,"['Drama', 'History', 'War']"
Gangster's Paradise: Jerusalema,6.8,16.0,"['Drama', 'Action', 'Crime', 'Foreign']"
Kill Buljo,6.6,12.0,"['Action', 'Adventure', 'Comedy']"
Stone of Destiny,6.4,22.0,"['Drama', 'Adventure', 'Crime']"
Lost in Austen,6.9,38.0,[]
The Star Packer,3.8,12.0,"['Action', 'Adventure', 'Drama', 'Western']"
Evangelion: 1.0: You Are (Not) Alone,7.4,132.0,"['Animation', 'Science Fiction', 'Action', 'Drama']"
Floating Clouds,7.4,22.0,"['Drama', 'Romance']"
Deal,5.2,22.0,"['Comedy', 'Drama']"
The Line,4.9,13.0,"['Action', 'Crime', 'Drama', 'Thriller']"
The Ramen Girl,6.1,91.0,"['Romance', 'Comedy', 'Drama']"
"The Goods: Live Hard, Sell Hard",5.4,58.0,['Comedy']
Adam,6.9,152.0,"['Drama', 'Romance']"
Alien Trespass,5.9,25.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Gigantic,5.8,51.0,"['Comedy', 'Romance']"
The Time Traveler's Wife,6.7,815.0,"['Drama', 'Romance', 'Fantasy']"
Feast II: Sloppy Seconds,5.6,54.0,"['Action', 'Comedy', 'Horror']"
I Can't Think Straight,7.3,52.0,"['Drama', 'Romance']"
Miss March,5.4,78.0,"['Comedy', 'Romance']"
Bandslam,5.4,129.0,"['Comedy', 'Drama', 'Family', 'Music']"
A City of Sadness,7.5,25.0,['Drama']
Meet the Browns,6.0,35.0,"['Comedy', 'Drama', 'Romance']"
"I Love You, Beth Cooper",5.2,204.0,"['Comedy', 'Romance']"
Le Deuxième Souffle,7.5,23.0,"['Drama', 'Action', 'Thriller', 'Crime']"
Detroit Metal City,6.1,16.0,['Comedy']
Paper Heart,5.7,37.0,"['Comedy', 'Drama', 'Romance']"
The Haunting of Molly Hartley,4.3,48.0,"['Drama', 'Horror']"
G-Force,5.1,519.0,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']"
Christopher Columbus: The Discovery,4.3,13.0,['Action']
Fighting,5.5,198.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Tetro,6.7,49.0,"['Drama', 'Mystery']"
Adoration,5.9,12.0,['Drama']
Bronson,6.9,756.0,"['Drama', 'Action', 'Crime']"
The Curiosity of Chance,5.8,15.0,['Comedy']
If Only,6.5,139.0,"['Fantasy', 'Drama', 'Romance']"
The Secret of Moonacre,6.2,112.0,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']"
Olympia Part One: Festival of the Nations,6.6,17.0,['Documentary']
Olympia Part Two: Festival of Beauty,6.2,14.0,['Documentary']
The Cell 2,3.4,24.0,"['Horror', 'Science Fiction', 'Thriller']"
Queen Kelly,6.5,13.0,"['Drama', 'Romance']"
Nora Roberts' Midnight Bayou,5.8,11.0,"['Drama', 'Romance', 'TV Movie']"
Northern Lights,5.8,11.0,"['TV Movie', 'Drama', 'Mystery', 'Romance']"
Lorna's Silence,6.7,42.0,"['Crime', 'Drama']"
Le Doulos,7.4,40.0,"['Drama', 'Action', 'Thriller', 'Crime']"
It Might Get Loud,7.4,54.0,"['Documentary', 'Music']"
Botched,6.1,35.0,"['Comedy', 'Crime', 'Horror', 'Thriller']"
High Noon,5.3,12.0,"['Drama', 'Romance']"
A Day in the Country,7.5,34.0,"['Drama', 'Romance']"
Moonfleet,5.9,19.0,['Adventure']
7 Women,5.7,13.0,['Drama']
Vacancy 2: The First Cut,4.8,56.0,"['Horror', 'Thriller']"
The Pom Pom Girls,5.2,12.0,['Comedy']
Post Grad,5.0,102.0,['Comedy']
Goodbye Solo,6.6,22.0,['Drama']
Questo piccolo grande amore,5.3,23.0,[]
To Each His Own Cinema,7.2,26.0,"['Comedy', 'Drama']"
My Life in Ruins,5.6,104.0,"['Comedy', 'Romance']"
Troll 2,3.6,101.0,['Horror']
Paris 36,6.2,29.0,['Drama']
Murder Ahoy,7.2,20.0,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Comedy']"
A Dog Year,6.0,15.0,"['Comedy', 'Drama']"
Good,6.3,29.0,['Drama']
Taking Woodstock,6.2,129.0,"['Music', 'Comedy', 'Drama']"
If These Walls Could Talk,5.5,13.0,"['TV Movie', 'Drama']"
Cargo 200,7.1,26.0,"['Thriller', 'Drama']"
Halloween II,5.1,273.0,['Horror']
Five Graves to Cairo,6.9,22.0,"['Thriller', 'War']"
The Dark Corner,6.9,18.0,"['Crime', 'Drama']"
Full Body Massage,5.5,11.0,['Drama']
The Secret in Their Eyes,7.8,638.0,"['Crime', 'Drama', 'Mystery', 'Romance']"
9,6.6,1291.0,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
Carry On Screaming,7.0,33.0,['Comedy']
Green Street Hooligans 2,5.0,82.0,"['Crime', 'Drama']"
Frequently Asked Questions About Time Travel,7.1,189.0,"['Drama', 'Comedy', 'Science Fiction', 'Romance']"
The White Ribbon,7.2,263.0,"['Crime', 'Drama', 'Mystery']"
"Sex, Party and Lies",4.0,35.0,"['Comedy', 'Drama']"
Brain Drain,5.5,42.0,['Comedy']
Green Lantern: First Flight,6.3,102.0,"['Action', 'Animation', 'Science Fiction']"
Louis Theroux: The Most Hated Family in America,7.6,22.0,['Documentary']
Lies & Illusions,3.9,15.0,"['Action', 'Comedy', 'Thriller']"
Pandorum,6.5,783.0,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
Paraiso Travel,5.8,11.0,"['Adventure', 'Drama', 'Romance']"
Airbag,6.5,25.0,"['Comedy', 'Action', 'Crime']"
Death of a Cyclist,7.0,22.0,"['Crime', 'Drama', 'Thriller']"
Flood,4.5,36.0,"['Drama', 'Action', 'Thriller']"
The Men Who Stare at Goats,5.9,755.0,"['Comedy', 'War']"
The Hunt for Gollum,6.3,30.0,"['Action', 'Adventure', 'Fantasy']"
Welcome Mr. Marshall!,6.9,18.0,['Comedy']
Beast from Haunted Cave,4.9,11.0,"['Crime', 'Horror', 'Science Fiction']"
Street of Shame,7.7,28.0,['Drama']
Padre Padrone,6.7,16.0,['Drama']
The Travelling Players,6.8,11.0,['Drama']
The Pilgrim,7.3,18.0,['Comedy']
Le Million,6.7,20.0,"['Comedy', 'Music']"
Return of the Ghostbusters,5.2,17.0,"['Comedy', 'Fantasy', 'Science Fiction']"
Laid to Rest,5.2,48.0,"['Thriller', 'Horror']"
Jennifer's Body,5.3,858.0,"['Comedy', 'Horror']"
The Informant!,6.0,305.0,"['Drama', 'Comedy', 'Crime']"
The Broken,5.6,63.0,"['Thriller', 'Drama', 'Horror']"
Tension,6.7,12.0,"['Crime', 'Drama']"
Amreeka,6.3,17.0,['Drama']
Extract,5.7,192.0,['Comedy']
The Final Destination,5.4,851.0,"['Horror', 'Mystery']"
Gamer,5.6,778.0,"['Action', 'Thriller', 'Science Fiction']"
Cloudy with a Chance of Meatballs,6.5,1799.0,"['Animation', 'Comedy', 'Family']"
I Can Do Bad All By Myself,6.0,40.0,"['Drama', 'Comedy']"
"Food, Inc.",7.3,223.0,['Documentary']
Attack of the 50 Foot Woman,4.8,30.0,"['Horror', 'Science Fiction']"
Thirst,7.0,198.0,"['Drama', 'Horror', 'Thriller']"
Battle for Terra,6.0,98.0,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
Love Happens,5.6,188.0,"['Drama', 'Romance']"
Bright Star,6.8,111.0,"['Drama', 'Romance']"
Blood Creek,5.2,75.0,"['Horror', 'Thriller']"
I Want You,5.9,11.0,"['Thriller', 'Crime', 'Drama', 'Music', 'Romance']"
Hellraiser: Deader,4.4,69.0,"['Horror', 'Mystery', 'Thriller']"
Hellraiser: Hellworld,4.1,63.0,"['Horror', 'Thriller']"
Chronicle of an Escape,6.2,16.0,"['Crime', 'Foreign', 'Thriller']"
Paranormal Activity,5.9,1351.0,"['Horror', 'Mystery']"
Not Quite Hollywood,6.9,20.0,"['Comedy', 'Documentary']"
The 3 Worlds of Gulliver,5.4,11.0,"['Music', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
Kinatay,5.8,19.0,"['Thriller', 'Drama', 'Crime']"
Ballast,7.0,13.0,"['Action', 'Documentary', 'Drama', 'Thriller']"
5 Dolls for an August Moon,5.7,20.0,"['Horror', 'Mystery', 'Thriller']"
World's Greatest Dad,6.5,181.0,"['Comedy', 'Romance']"
"Black God, White Devil",6.8,24.0,"['Adventure', 'Crime', 'Drama', 'Western']"
Still Walking,7.5,65.0,"['Drama', 'Family']"
Le Plaisir,6.8,18.0,['Drama']
Pyaasa,7.6,13.0,"['Music', 'Drama', 'Romance']"
"Muriel, or the Time of Return",7.0,17.0,['Drama']
Capitalism: A Love Story,7.0,168.0,['Documentary']
Blood of the Beasts,8.0,18.0,"['Documentary', 'Horror']"
Wanted,5.2,32.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
The Cove,7.9,241.0,['Documentary']
A Serious Man,6.6,492.0,"['Comedy', 'Drama']"
City Island,6.9,114.0,"['Drama', 'Comedy']"
Ink,6.5,102.0,"['Action', 'Fantasy']"
The Cameraman's Revenge,7.2,22.0,['Animation']
Yatterman,5.9,18.0,"['Action', 'Comedy', 'Foreign']"
Metropia,6.3,53.0,"['Animation', 'Drama', 'Science Fiction', 'Thriller']"
Clubbed,7.3,25.0,"['Drama', 'Action', 'Thriller', 'Crime']"
Grace,5.1,44.0,"['Horror', 'Thriller']"
The Haunted World of El Superbeasto,6.1,43.0,"['Animation', 'Horror', 'Action', 'Comedy']"
Trick 'r Treat,6.7,389.0,"['Horror', 'Thriller']"
The Hills Run Red,5.1,67.0,['Horror']
Whip It,6.7,366.0,['Drama']
The Invention of Lying,6.0,523.0,"['Comedy', 'Romance', 'Fantasy']"
Surrogates,5.9,1219.0,"['Action', 'Science Fiction', 'Thriller']"
Next Day Air,5.3,37.0,"['Action', 'Comedy', 'Crime']"
Zombieland,7.2,3655.0,"['Comedy', 'Horror']"
Fame,5.5,139.0,"['Music', 'Comedy', 'Drama', 'Romance']"
The September Issue,6.9,38.0,['Documentary']
Assassination of a High School President,6.1,96.0,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
Abbott and Costello in the Foreign Legion,6.7,12.0,['Comedy']
Sorority Row,5.3,179.0,"['Horror', 'Mystery', 'Thriller']"
Whiteout,5.3,225.0,"['Action', 'Crime', 'Mystery', 'Thriller']"
Rudo & Cursi,6.1,40.0,"['Comedy', 'Drama']"
An Education,6.9,423.0,"['Drama', 'Romance']"
Coco Before Chanel,6.7,254.0,"['Drama', 'History']"
Burma VJ: Reporting from a Closed Country,6.4,13.0,"['Documentary', 'Foreign']"
Werner Herzog Eats His Shoe,7.1,16.0,"['Comedy', 'Documentary']"
Capone,6.0,16.0,"['Crime', 'Drama']"
Abbott and Costello Meet the Keystone Kops,6.2,11.0,['Comedy']
Couples Retreat,5.3,601.0,"['Comedy', 'Romance']"
All About Steve,4.7,302.0,['Comedy']
Jab We Met,7.2,55.0,"['Drama', 'Comedy', 'Romance']"
Fifty Dead Men Walking,6.1,36.0,"['Action', 'Thriller']"
Bay of Angels,6.4,13.0,"['Romance', 'Drama']"
The Docks of New York,6.8,13.0,"['Drama', 'Romance']"
Deadgirl,5.5,100.0,"['Romance', 'Horror', 'Thriller']"
Cleopatra,5.2,14.0,"['Drama', 'Romance']"
Gayniggers from Outer Space,4.3,20.0,"['Comedy', 'Science Fiction']"
I Sell The Dead,6.0,62.0,"['Comedy', 'Drama', 'Horror']"
Van Gogh,6.6,17.0,['Drama']
The Shanghai Gesture,6.0,13.0,"['Drama', 'Mystery', 'Thriller']"
The Tales of Hoffmann,6.4,14.0,"['Fantasy', 'Music', 'Romance', 'Adventure']"
Where the Wild Things Are,6.4,580.0,"['Family', 'Fantasy']"
Entranced Earth,6.3,20.0,['Drama']
India Song,7.0,14.0,"['Romance', 'Drama', 'Fantasy']"
¡Que Viva México!,6.8,11.0,"['Documentary', 'History']"
Aces High,4.3,16.0,"['Action', 'Drama', 'War']"
Shoulder Arms,6.7,24.0,"['Comedy', 'War']"
Black Eagle,4.0,42.0,"['Drama', 'Action']"
Legionnaire,5.2,106.0,"['Adventure', 'Drama', 'Action', 'History', 'Thriller']"
Shorts,5.1,46.0,"['Comedy', 'Family']"
"New York, I Love You",5.7,174.0,"['Comedy', 'Drama', 'Romance']"
Law Abiding Citizen,7.2,1522.0,"['Drama', 'Crime', 'Thriller']"
The Flame and the Arrow,6.4,16.0,"['Adventure', 'Romance']"
The Misfortunates,7.3,54.0,"['Drama', 'Comedy']"
Amelia,5.4,71.0,['Adventure']
The Stepfather,5.4,172.0,"['Horror', 'Thriller', 'Mystery']"
Mary and Max,7.8,596.0,"['Animation', 'Comedy', 'Drama']"
Spread,5.2,272.0,['Comedy']
The Tournament,5.8,186.0,"['Horror', 'Action', 'Thriller']"
The Boys Are Back,6.4,60.0,['Drama']
Cairo Time,6.3,21.0,"['Drama', 'Romance']"
There's Always Tomorrow,7.4,12.0,"['Comedy', 'Drama']"
The Round-Up,6.0,13.0,"['Drama', 'History', 'War']"
Spring in a Small Town,6.7,12.0,"['Drama', 'Romance']"
The Tiger of Eschnapur,5.7,18.0,"['Drama', 'Adventure', 'Thriller', 'Romance']"
Mother,7.6,12.0,['Drama']
Before the Revolution,7.1,13.0,"['Romance', 'Drama']"
Afterschool,5.8,34.0,"['Drama', 'Mystery']"
The Dark Lurking,3.4,16.0,"['Action', 'Horror', 'Science Fiction']"
Aelita: Queen of Mars,5.7,14.0,"['Science Fiction', 'Adventure', 'Drama', 'Fantasy']"
Up in the Air,6.7,1246.0,"['Drama', 'Romance']"
H.H. Holmes: America's First Serial Killer,5.6,14.0,"['Crime', 'Documentary', 'History']"
Dimensions of Dialogue,7.5,23.0,"['Comedy', 'Animation', 'Fantasy']"
Darkness/Light/Darkness,7.4,28.0,"['Animation', 'Comedy']"
35 Shots of Rum,6.5,19.0,['Drama']
Tormented,5.3,43.0,"['Comedy', 'Horror']"
Mutant Pumpkins from Outer Space,6.0,78.0,"['TV Movie', 'Animation', 'Family', 'Comedy']"
Ali Zaoua: Prince of the Streets,6.3,12.0,['Drama']
